ilkid,gp,pts,reb,asts,stl,blk,fgm,fga,ftm,fta,minutes,year_min,year_max,ppg,rpg,apg,spg,bpg,mpg,fg_pct,ft_pct,career_length,firstname,lastname,position,fullname,methods_count
ABDULKA01,1560,38387,17440,5660,1160,3189,15837,28307,6712,9304,57446,1969,1988,24.60705128205128,11.179487179487179,3.628205128205128,0.7435897435897436,2.044230769230769,36.82435897435897,55.947292189211154,72.14101461736887,20,Kareem,Abdul-jabbar,C,Kareem Abdul-jabbar,4
BAYLOEL01,846,23149,11463,3650,0,0,8693,20171,5763,7391,33863,1958,1971,27.3628841607565,13.549645390070921,4.314420803782506,0.0,0.0,40.027186761229316,43.09652471369788,77.97321066161548,14,Elgin,Baylor,F,Elgin Baylor,4
CHAMBWI01,1118,33953,25597,4893,0,0,13744,25580,6465,12742,51160,1959,1972,30.369409660107333,22.8953488372093,4.3765652951699465,0.0,0.0,45.7602862254025,53.729476153244725,50.737717783707424,14,Wilt,Chamberlain,C,Wilt Chamberlain,4
BOLMA01,638,1607,2665,172,128,2102,669,1654,226,403,11814,1985,1994,2.518808777429467,4.177115987460815,0.26959247648902823,0.2006269592476489,3.2946708463949843,18.517241379310345,40.44740024183797,56.07940446650124,10,Manute,Bol,C,Manute Bol,4
BIRDLA01,897,21791,8974,5695,1556,755,8591,17334,3960,4471,34443,1979,1991,24.29319955406912,10.004459308807135,6.348940914158305,1.734671125975474,0.8416945373467113,38.39799331103679,49.5615553247952,88.57078953254306,13,Larry,Bird,F,Larry Bird,4
BELLAWA01,1290,25205,17303,3098,52,48,9523,18487,6159,9768,47479,1961,1974,19.53875968992248,13.413178294573644,2.4015503875968993,0.040310077519379844,0.037209302325581395,36.805426356589145,51.511873208200356,63.05282555282555,14,Walt,Bellamy,C,Walt Bellamy,4
HAYESEL01,1303,27313,16279,2398,864,1771,10976,24272,5356,7999,50000,1968,1983,20.961627014581733,12.493476592478896,1.8403683806600153,0.6630851880276285,1.3591711435149654,38.37298541826554,45.220830586684244,66.95836979622453,16,Elvin,Hayes,F,Elvin Hayes,4
GILMOAR01,1400,25206,16541,3071,663,3208,9502,16339,6199,8918,48027,1971,1987,18.004285714285714,11.815,2.1935714285714285,0.4735714285714286,2.2914285714285714,34.305,58.15533386376155,69.5111011437542,17,Artis,Gilmore,C,Artis Gilmore,4
IVERSAL01,610,16738,2474,3643,1453,121,5875,14065,4195,5454,25338,1996,2004,27.439344262295084,4.055737704918033,5.972131147540984,2.3819672131147542,0.19836065573770492,41.53770491803279,41.77035193743335,76.91602493582693,9,Allen,Iverson,G,Allen Iverson,4
HAVLIJO01,1270,26395,8007,6114,476,117,10513,23930,5369,6589,46471,1962,1977,20.783464566929133,6.304724409448819,4.814173228346457,0.37480314960629924,0.09212598425196851,36.59133858267717,43.93230254910155,81.48429200182122,16,John,Havlicek,F,John Havlicek,4
DREXLCL01,1162,23848,7157,6487,2343,764,8906,18911,5062,6404,40265,1983,1997,20.523235800344235,6.1592082616179,5.582616179001721,2.0163511187607575,0.657487091222031,34.651462994836486,47.094283750198294,79.04434728294815,15,Clyde,Drexler,G,Clyde Drexler,4
COUSYBO01,924,16960,4786,6955,0,0,6168,16468,4624,5756,30165,1950,1969,18.354978354978353,5.17965367965368,7.5270562770562774,0.0,0.0,32.646103896103895,37.45445712897741,80.33356497567755,20,Bob,Cousy,G,Bob Cousy,4
EATONMA01,875,5216,6939,840,368,3064,2072,4526,1072,1653,25169,1982,1992,5.961142857142857,7.930285714285715,0.96,0.4205714285714286,3.501714285714286,28.76457142857143,45.779938135218735,64.85178463399879,11,Mark,Eaton,C,Mark Eaton,4
DUNCATI01,586,13204,7139,1839,459,1488,5041,9938,3101,4483,22456,1997,2004,22.532423208191126,12.18259385665529,3.138225255972696,0.7832764505119454,2.539249146757679,38.32081911262799,50.72449184946669,69.17242917689047,8,Tim,Duncan,F,Tim Duncan,4
MUTOMDI01,1084,11945,12348,1294,473,3302,4255,8260,3435,5019,36420,1991,2004,11.019372693726938,11.391143911439114,1.1937269372693726,0.43634686346863466,3.0461254612546127,33.59778597785978,51.51331719128329,68.43992827256426,14,Dikembe,Mutombo,C,Dikembe Mutombo,4
OLAJUHA01,1238,26946,13747,3058,2162,3830,10749,20991,5423,7621,44223,1984,2001,21.765751211631663,11.104200323101777,2.470113085621971,1.7463651050080775,3.0936995153473346,35.721324717285945,51.20766042589682,71.15864059834668,18,Hakeem,Olajuwon,C,Hakeem Olajuwon,4
MOURNAL01,708,13274,6534,928,392,2037,4738,9078,3776,5395,23408,1992,2004,18.74858757062147,9.228813559322035,1.310734463276836,0.5536723163841808,2.8771186440677967,33.06214689265537,52.19211280017625,69.99073215940686,13,Alonzo,Mourning,C,Alonzo Mourning,4
ONEASH01,882,23583,10541,2509,596,2273,9328,16115,4926,9274,32982,1992,2004,26.738095238095237,11.95124716553288,2.8446712018140587,0.6757369614512472,2.577097505668934,37.394557823129254,57.8839590443686,53.11623894759543,13,Shaquille,O'neal,C,Shaquille O'neal,4
MALONMO01,1537,30663,18906,2025,1266,2069,10666,21560,9323,12304,51950,1974,1994,19.949902407286924,12.300585556278465,1.317501626545218,0.8236824983734548,1.3461288223812622,33.79960962914769,49.47124304267162,75.7721066319896,21,Moses,Malone,C,Moses Malone,4
MALONKA01,1476,36928,14967,5248,2085,1145,13528,26210,9787,13188,54852,1985,2003,25.018970189701896,10.140243902439025,3.5555555555555554,1.4126016260162602,0.7757452574525745,37.16260162601626,51.613887829072866,74.21140430694571,19,Karl,Malone,F,Karl Malone,4
JORDAMI01,1072,32292,6672,5633,2514,893,12192,24537,7327,8772,41012,1984,2002,30.12313432835821,6.223880597014926,5.254664179104478,2.345149253731343,0.8330223880597015,38.257462686567166,49.68822594449199,83.52713178294574,19,Michael,Jordan,G,Michael Jordan,4
JOHNSMA01,906,17707,6559,10141,1724,374,6211,11951,4960,5850,33245,1979,1995,19.544150110375277,7.239514348785872,11.193156732891833,1.9028697571743929,0.41280353200883,36.69426048565121,51.97054639779098,84.78632478632478,17,Magic,Johnson,G,Magic Johnson,4
WESTJE01,932,25192,5376,6238,81,23,9016,19032,7160,8801,36571,1960,1973,27.030042918454935,5.76824034334764,6.6931330472103,0.08690987124463519,0.02467811158798283,39.23927038626609,47.37284573350147,81.35439154641519,14,Jerry,West,G,Jerry West,4
ROBEROS01,1040,26710,7804,9887,77,4,9508,19620,7694,9185,43886,1960,1973,25.682692307692307,7.503846153846154,9.506730769230769,0.07403846153846154,0.0038461538461538464,42.198076923076925,48.46075433231397,83.76701143168209,14,Oscar,Robertson,G,Oscar Robertson,4
RUSSEBI01,963,14522,21620,4100,0,0,5687,12930,3148,5614,40726,1956,1968,15.079958463136034,22.45067497403946,4.257528556593977,0.0,0.0,42.29075804776739,43.982985305491106,56.0741004631279,13,Bill,Russell,C,Bill Russell,4
STOCKJO01,1504,19711,4050,15806,3265,315,7039,13658,4788,5796,47765,1984,2002,13.105718085106384,2.69281914893617,10.509308510638299,2.170877659574468,0.20944148936170212,31.758643617021278,51.53756040415873,82.6086956521739,19,John,Stockton,G,John Stockton,4
PARISRO01,1611,23334,14715,2180,1219,2361,9614,17914,4106,5694,45712,1976,1996,14.48417132216015,9.134078212290502,1.3531967721911855,0.7566728739913098,1.4655493482309125,28.37492240844196,53.66752260801607,72.11099402880224,21,Robert,Parish,C,Robert Parish,4
ROBINDA01,987,20790,10497,2441,1387,2954,7365,14221,6035,8201,34269,1989,2002,21.06382978723404,10.635258358662615,2.4731509625126646,1.4052684903748733,2.99290780141844,34.72036474164134,51.789606919344635,73.58858675771248,14,David,Robinson,C,David Robinson,4
PETTIBO01,792,20880,12849,2369,0,0,7349,16872,6182,8119,30690,1954,1964,26.363636363636363,16.223484848484848,2.9911616161616164,0.0,0.0,38.75,43.55737316263632,76.14238206675698,11,Bob,Pettit,F,Bob Pettit,4
ISSELDA01,1218,27482,11133,2907,943,532,10431,20904,6591,8315,41784,1970,1984,22.563218390804597,9.14039408866995,2.3866995073891624,0.7742200328407225,0.4367816091954023,34.30541871921182,49.89954075774971,79.26638604930848,15,Dan,Issel,C,Dan Issel,3
GERVIGE01,1060,26595,5602,2798,1283,1047,10368,20583,5737,6822,35597,1972,1985,25.089622641509433,5.284905660377358,2.639622641509434,1.210377358490566,0.9877358490566037,33.58207547169811,50.371665937909924,84.09557314570507,14,George,Gervin,G,George Gervin,3
GARNEKE01,775,15681,8601,3525,1089,1343,6311,12882,2915,3794,29583,1995,2004,20.233548387096775,11.098064516129032,4.548387096774194,1.4051612903225807,1.7329032258064516,38.17161290322581,48.990839931687624,76.8318397469689,10,Kevin,Garnett,F,Kevin Garnett,3
BARKLCH01,1073,23757,12546,4215,1648,888,8435,15605,6349,8643,39330,1984,1999,22.140726933830383,11.692451071761417,3.928238583410997,1.5358807082945014,0.8275862068965517,36.654240447343895,54.053188080743354,73.45828994562073,16,Charles,Barkley,F,Charles Barkley,3
BARRYRI01,1020,25279,6863,4952,1104,269,9695,21283,5713,6397,38153,1965,1979,24.783333333333335,6.72843137254902,4.854901960784313,1.0823529411764705,0.26372549019607844,37.404901960784315,45.552788610628205,89.30748788494607,15,Rick,Barry,F,Rick Barry,3
DUDLECH02,950,3823,5880,416,375,1099,1537,3735,749,1691,17677,1987,2002,4.024210526315789,6.189473684210526,0.4378947368421053,0.39473684210526316,1.156842105263158,18.60736842105263,41.15127175368139,44.29331756357185,16,Chris,Dudley,C,Chris Dudley,3
DIOPDE01,193,310,501,97,68,169,143,399,24,60,2089,2001,2004,1.6062176165803108,2.5958549222797926,0.5025906735751295,0.35233160621761656,0.8756476683937824,10.823834196891191,35.83959899749373,40.0,4,Desagana,Diop,C,Desagana Diop,3
DANIEME01,639,11778,9528,1140,99,362,4672,9985,2431,3699,22466,1967,1976,18.431924882629108,14.910798122065728,1.784037558685446,0.15492957746478872,0.5665101721439749,35.158059467918626,46.790185277916876,65.72046499053799,10,Mel,Daniels,C,Mel Daniels,3
DANTLAD01,1107,26274,6392,3254,1105,187,9217,17203,7833,9599,39506,1976,1990,23.73441734417344,5.7741644083107495,2.939476061427281,0.998193315266486,0.16892502258355918,35.68744354110208,53.57786432598965,81.60225023439942,15,Adrian,Dantley,F,Adrian Dantley,3
WILLIKE01,1639,19911,13795,1516,1105,879,8192,16976,3482,4882,44672,1984,2004,12.148261134838316,8.416717510677243,0.924954240390482,0.6741915802318487,0.5363026235509457,27.255643685173887,48.25636192271442,71.32322818517002,21,Kevin,Willis,F,Kevin Willis,3
WILKIDO01,1148,28591,7650,2846,1470,672,10661,23177,6473,7960,40748,1982,1998,24.90505226480836,6.66376306620209,2.4790940766550524,1.2804878048780488,0.5853658536585366,35.494773519163765,45.99818785865297,81.31909547738694,17,Dominique,Wilkins,F,Dominique Wilkins,3
THURMNA01,1042,14783,14879,2669,147,651,5663,13442,3457,5212,37268,1963,1976,14.187140115163148,14.279270633397314,2.5614203454894433,0.14107485604606526,0.6247600767754319,35.7658349328215,42.129147448296386,66.32770529547199,14,Nate,Thurmond,C,Nate Thurmond,3
WILKELE01,1077,17772,5030,7211,174,26,6189,14327,5394,6973,38064,1960,1974,16.501392757660167,4.670380687093779,6.695450324976787,0.1615598885793872,0.02414113277623027,35.34261838440111,43.198157325329795,77.35551412591424,15,Lenny,Wilkens,G,Lenny Wilkens,3
UNSELWE01,984,10624,13769,3822,628,367,4369,8586,1883,2976,35832,1968,1980,10.796747967479675,13.992886178861788,3.8841463414634148,0.6382113821138211,0.37296747967479676,36.41463414634146,50.885161891451204,63.272849462365585,13,Wes,Unseld,C,Wes Unseld,3
WALLABE01,616,4029,6541,724,788,1419,1672,3494,681,1622,18778,1996,2004,6.540584415584416,10.618506493506494,1.1753246753246753,1.2792207792207793,2.3035714285714284,30.483766233766232,47.85346307956497,41.98520345252774,9,Ben,Wallace,F,Ben Wallace,3
ROBERAL01,848,11500,4335,4194,2265,341,4659,9784,1906,2579,26675,1984,1995,13.56132075471698,5.1120283018867925,4.945754716981132,2.670990566037736,0.40212264150943394,31.4563679245283,47.61856091578087,73.90461419154711,12,Alvin,Robertson,G,Alvin Robertson,3
WALTOBI01,468,6215,4923,1590,380,1034,2552,4900,1111,1683,13250,1974,1986,13.27991452991453,10.51923076923077,3.3974358974358974,0.811965811965812,2.2094017094017095,28.311965811965813,52.08163265306123,66.01307189542483,13,Bill,Walton,C,Bill Walton,3
THOMAIS01,979,18822,3478,9061,1861,249,7194,15904,4036,5316,35516,1981,1993,19.225740551583247,3.5526046986721145,9.255362614913176,1.9009193054136875,0.254341164453524,36.27783452502553,45.233903420523134,75.92174567343868,13,Isiah,Thomas,G,Isiah Thomas,3
SCHAYDO01,996,18438,11256,3072,0,0,5863,15427,6712,7904,29800,1949,1963,18.512048192771083,11.301204819277109,3.0843373493975905,0.0,0.0,29.919678714859437,38.00479678485772,84.91902834008097,15,Dolph,Schayes,F,Dolph Schayes,3
STOKEMA01,202,3315,3492,1062,0,0,1251,3567,813,1165,7544,1955,1957,16.41089108910891,17.287128712871286,5.257425742574258,0.0,0.0,37.34653465346535,35.07148864592094,69.78540772532189,3,Maurice,Stokes,F,Maurice Stokes,3
ERVINJU01,1243,30026,10525,5176,2272,1941,11818,23370,6256,8052,45227,1971,1986,24.156074014481096,8.467417538213999,4.164119066773934,1.827835880933226,1.5615446500402252,36.38535800482703,50.56910569105691,77.6949826130154,16,Julius,Erving,F,Julius Erving,3
HARDATI01,947,16590,3084,7735,1560,146,6059,14068,2792,3568,33157,1989,2002,17.518479408658923,3.256599788806758,8.167898627243929,1.6473072861668427,0.15417106652587118,35.01267159450897,43.069377310207564,78.25112107623319,14,Tim,Hardaway,G,Tim Hardaway,3
EWINGPA01,1183,24815,11606,2215,1136,2894,9702,19241,5392,7289,40597,1985,2001,20.976331360946745,9.810650887573965,1.8723584108199494,0.9602704987320372,2.4463229078613695,34.31699070160609,50.42357465828179,73.97448209630952,17,Patrick,Ewing,C,Patrick Ewing,3
ENGLIAL01,1271,26931,7143,4575,1140,895,11212,22149,4487,5407,40464,1976,1990,21.18882769472856,5.619984264358773,3.5995279307631787,0.8969315499606609,0.7041699449252558,31.836349331235247,50.62079552124249,82.98501941927131,15,Alex,English,F,Alex English,3
MCGINGE01,915,18081,9932,3422,1549,355,6781,14826,4434,6755,30387,1971,1981,19.76065573770492,10.854644808743169,3.7398907103825136,1.692896174863388,0.3879781420765027,33.20983606557377,45.73721840010792,65.64026646928201,11,George,Mcginnis,F,George Mcginnis,3
RICHAMI01,620,9059,3351,4331,1645,230,3765,8294,1397,2033,20665,1978,1985,14.611290322580645,5.40483870967742,6.985483870967742,2.653225806451613,0.3709677419354839,33.33064516129032,45.39426091150229,68.71618298081653,8,Michealray,Richardson,G,Michealray Richardson,3
RATLITH01,789,6635,5084,514,440,2292,2524,5098,1587,2246,22382,1995,2004,8.409378960709759,6.443599493029151,0.6514575411913816,0.5576679340937896,2.9049429657794676,28.367553865652724,49.50961161239702,70.65894924309885,10,Theo,Ratliff,C,Theo Ratliff,3
MINGYA01,244,4000,2079,320,87,463,1474,2805,1051,1314,7522,2002,2004,16.39344262295082,8.520491803278688,1.3114754098360655,0.35655737704918034,1.8975409836065573,30.827868852459016,52.54901960784314,79.9847792998478,3,Yao,Ming,C,Yao Ming,3
PAYTOGA01,1186,20829,4904,8506,2331,272,8334,17785,3127,4297,43314,1990,2004,17.56239460370995,4.134907251264756,7.172006745362563,1.9654300168634065,0.22934232715008432,36.52107925801012,46.85971324149564,72.77170118687457,15,Gary,Payton,G,Gary Payton,3
MCHALKE01,971,17335,7122,1670,344,1690,6830,12334,3634,4554,30118,1980,1992,17.85272914521112,7.33470648815654,1.7198764160659115,0.35427394438722964,1.740473738414006,31.01750772399588,55.37538511431814,79.7979797979798,13,Kevin,Mchale,F,Kevin Mchale,3
WEBBECH01,753,16251,7527,3382,1124,1144,6826,14215,2345,3614,28373,1993,2004,21.58167330677291,9.99601593625498,4.49136786188579,1.4926958831341302,1.5192563081009296,37.679946879150066,48.01969750263806,64.88655229662423,12,Chris,Webber,F,Chris Webber,3
WATTSSL01,508,4431,1577,2972,1069,142,1821,4434,789,1324,13097,1973,1978,8.722440944881889,3.104330708661417,5.850393700787402,2.104330708661417,0.2795275590551181,25.781496062992126,41.06901217861976,59.592145015105736,6,Slick,Watts,G,Slick Watts,3
JACKSMA01,1461,13932,5663,11919,1789,136,5326,11993,2410,3124,44766,1987,2003,9.535934291581109,3.8761122518822724,8.158110882956878,1.2245037645448322,0.09308692676249145,30.640657084188913,44.40923872258818,77.14468629961587,17,Mark,Jackson,G,Mark Jackson,3
KIRILAN01,281,3767,1706,608,451,685,1219,2626,1176,1496,8605,2001,2004,13.405693950177936,6.0711743772241995,2.1637010676156585,1.604982206405694,2.4377224199288254,30.622775800711743,46.42041127189642,78.6096256684492,4,Andrei,Kirilenko,F,Andrei Kirilenko,3
LUCASJE01,896,15063,13893,2907,28,24,6114,12240,2835,3620,34551,1963,1973,16.811383928571427,15.505580357142858,3.244419642857143,0.03125,0.026785714285714284,38.56138392857143,49.950980392156865,78.31491712707182,11,Jerry,Lucas,F,Jerry Lucas,3
JAMESLE01,159,3829,1020,1042,307,110,1417,3176,824,1096,6510,2003,2004,24.08176100628931,6.415094339622642,6.553459119496855,1.930817610062893,0.6918238993710691,40.943396226415096,44.61586901763224,75.18248175182481,2,LeBron,James,G,LeBron James,3
MILLERE01,1389,25279,4182,4141,1505,299,8241,17499,6237,7026,47622,1987,2004,18.199424046076313,3.0107991360691146,2.9812814974802015,1.0835133189344852,0.21526277897768178,34.28509719222462,47.0941196639808,88.77028181041845,18,Reggie,Miller,G,Reggie Miller,3
BRADLSH01,984,8657,6517,688,621,2655,3506,7713,1640,2321,24149,1993,2004,8.797764227642276,6.622967479674797,0.6991869918699187,0.6310975609756098,2.698170731707317,24.541666666666668,45.45572410216517,70.65919862128392,12,Shawn,Bradley,C,Shawn Bradley,2
ARTESRO01,352,5073,1661,1049,735,229,1794,4287,1176,1624,11568,1999,2004,14.411931818181818,4.71875,2.9801136363636362,2.0880681818181817,0.6505681818181818,32.86363636363637,41.84744576627012,72.41379310344827,6,Ron,Artest,F,Ron Artest,2
ARCHINA01,876,16481,2046,6476,719,81,5899,12628,4664,5760,31159,1970,1983,18.81392694063927,2.335616438356164,7.392694063926941,0.8207762557077626,0.09246575342465753,35.56963470319635,46.71365220145708,80.97222222222223,14,Nate,Archibald,G,Nate Archibald,2
DAVISBA01,455,7259,1745,3150,850,179,2618,6435,1221,1797,15773,1999,2004,15.953846153846154,3.8351648351648353,6.923076923076923,1.8681318681318682,0.3934065934065934,34.66593406593407,40.68376068376068,67.9465776293823,6,Baron,Davis,G,Baron Davis,2
HUGHEKI01,478,1679,2494,409,447,537,762,1604,155,390,8371,1975,1980,3.51255230125523,5.2175732217573225,0.8556485355648535,0.9351464435146444,1.1234309623430963,17.51255230125523,47.50623441396509,39.743589743589745,6,Kim,Hughes,C,Kim Hughes,2
HUNTEST01,221,854,587,36,23,254,340,625,174,370,2796,2001,2004,3.8642533936651584,2.6561085972850678,0.16289592760180996,0.10407239819004525,1.1493212669683257,12.65158371040724,54.400000000000006,47.02702702702703,4,Steven,Hunter,C,Steven Hunter,2
GREENJO01,1213,13958,10273,1636,0,0,5641,11435,2676,4909,27709,1959,1972,11.507007419620775,8.469084913437758,1.348722176422094,0.0,0.0,22.843363561417974,49.33100131176214,54.51212059482583,14,Johnny,Green,F,Johnny Green,2
BLAYLMO01,889,11962,3659,5972,2073,300,4705,11499,1269,1724,31026,1989,2001,13.45556805399325,4.115860517435321,6.717660292463442,2.331833520809899,0.3374578177727784,34.899887514060744,40.91660144360379,73.60788863109049,13,Mookie,Blaylock,G,Mookie Blaylock,2
BROWNLA01,376,4229,1005,2509,0,0,1384,3357,1413,1737,11309,1967,1971,11.247340425531915,2.672872340425532,6.672872340425532,0.0,0.0,30.07712765957447,41.227286267500745,81.34715025906736,5,Larry,Brown,G,Larry Brown,2
BRANDEL01,447,8717,4668,1178,414,894,3304,6663,2109,2904,17059,1999,2004,19.501118568232663,10.442953020134228,2.635346756152125,0.9261744966442953,2.0,38.16331096196868,49.587273000150084,72.62396694214877,6,Elton,Brand,F,Elton Brand,2
CHEEKMA01,1182,12984,3328,7845,2434,304,5213,9983,2502,3140,37364,1978,1992,10.98477157360406,2.8155668358714045,6.637055837563452,2.0592216582064298,0.2571912013536379,31.61082910321489,52.21877191225083,79.68152866242039,15,Maurice,Cheeks,G,Maurice Cheeks,2
MCMILNA01,796,4733,3222,4893,1544,356,1833,4136,769,1183,20462,1986,1997,5.9459798994974875,4.047738693467337,6.146984924623116,1.9396984924623115,0.4472361809045226,25.70603015075377,44.31818181818182,65.00422654268809,12,Nate,Mcmillan,G,Nate Mcmillan,2
JOHNSKE01,815,13859,2595,7148,1185,199,4787,9756,4120,4902,26978,1987,1999,17.004907975460124,3.184049079754601,8.770552147239265,1.4539877300613497,0.2441717791411043,33.10184049079755,49.067240672406726,84.04732762137903,13,Kevin,Johnson,G,Kevin Johnson,2
LANIEBO01,1022,20458,10250,3191,851,1189,8227,15959,4001,5212,34234,1970,1983,20.01761252446184,10.029354207436398,3.1223091976516635,0.8326810176125244,1.1634050880626223,33.49706457925636,51.550849050692406,76.76515732924022,14,Bob,Lanier,C,Bob Lanier,2
KIDDJA01,841,12216,5321,7779,1749,254,4385,10914,2412,3123,31423,1994,2004,14.525564803804993,6.326991676575505,9.249702734839477,2.079667063020214,0.30202140309155767,37.36385255648038,40.17775334432839,77.23342939481267,11,Jason,Kidd,G,Jason Kidd,2
NANCELA01,987,16967,7959,2600,935,2186,6857,12584,3243,4282,33080,1981,1993,17.19047619047619,8.063829787234043,2.634245187436677,0.9473150962512664,2.214792299898683,33.51570415400202,54.489828353464716,75.73563755254554,13,Larry,Nance,F,Larry Nance,2
LEVERLA01,752,10433,4523,4696,1666,209,4244,9504,1783,2312,23814,1982,1993,13.873670212765957,6.014627659574468,6.24468085106383,2.2154255319148937,0.2779255319148936,31.66755319148936,44.65488215488215,77.11937716262976,12,Lafayette,Lever,G,Lafayette Lever,2
MARBUST01,795,16372,2446,6654,1045,119,5852,13491,3714,4677,30883,1996,2004,20.5937106918239,3.076729559748428,8.369811320754717,1.3144654088050314,0.14968553459119496,38.84654088050314,43.37706619227633,79.40987812700449,9,Stephon,Marbury,G,Stephon Marbury,2
MARIOSH01,452,8219,4409,957,833,566,3298,7122,1205,1438,16963,1999,2004,18.18362831858407,9.754424778761061,2.1172566371681416,1.842920353982301,1.252212389380531,37.5287610619469,46.30721707385566,83.79694019471489,6,Shawn,Marion,F,Shawn Marion,2
MCADOBO01,1000,22300,9561,2354,919,1326,8824,17480,4649,6236,33677,1972,1985,22.3,9.561,2.354,0.919,1.326,33.677,50.48054919908467,74.55099422706863,14,Bob,Mcadoo,C,Bob Mcadoo,2
PIPPESC01,1178,18940,7494,6135,2307,947,7420,15700,3122,4437,41069,1987,2003,16.07809847198642,6.361629881154499,5.207979626485569,1.9584040747028864,0.8039049235993209,34.86332767402377,47.261146496815286,70.36285778679287,17,Scottie,Pippen,F,Scottie Pippen,2
OUTLABO01,839,4809,4269,1411,829,1174,1935,3425,936,1804,19925,1993,2004,5.731823599523242,5.088200238379023,1.6817640047675804,0.9880810488676997,1.399284862932062,23.748510131108464,56.4963503649635,51.88470066518847,12,Bo,Outlaw,F,Bo Outlaw,2
SMITHEL01,632,8140,6401,851,360,1327,3410,7085,1320,2292,19343,1971,1978,12.879746835443038,10.128164556962025,1.3465189873417722,0.569620253164557,2.0996835443037973,30.606012658227847,48.12985179957657,57.59162303664922,8,Elmore,Smith,C,Elmore Smith,2
SMITHGA01,134,428,438,56,0,0,186,426,56,180,1470,1970,1972,3.1940298507462686,3.2686567164179103,0.417910447761194,0.0,0.0,10.970149253731343,43.66197183098591,31.11111111111111,3,Garfield,Smith,C,Garfield Smith,2
RODGEGU01,971,10818,3941,7297,0,0,4273,11334,2272,3136,30209,1958,1969,11.141091658084449,4.05870236869207,7.514933058702368,0.0,0.0,31.111225540679712,37.70072348685372,72.44897959183673,12,Guy,Rodgers,G,Guy Rodgers,2
RODMADE01,911,6683,11954,1600,611,531,2766,5310,1069,1832,28839,1986,1999,7.33589462129528,13.1218441273326,1.756311745334797,0.6706915477497256,0.5828759604829857,31.65642151481888,52.09039548022599,58.35152838427947,14,Dennis,Rodman,F,Dennis Rodman,2
ROLLITR01,1156,6249,6750,660,512,2542,2592,4963,1065,1522,24028,1977,1994,5.405709342560554,5.839100346020762,0.5709342560553633,0.4429065743944637,2.198961937716263,20.785467128027683,52.22647592182148,69.97371879106439,18,Tree,Rollins,C,Tree Rollins,2
RULANJE01,332,5763,3378,1002,249,267,2105,3734,1550,2159,11088,1981,1992,17.35843373493976,10.174698795180722,3.0180722891566263,0.75,0.8042168674698795,33.397590361445786,56.373861810391,71.79249652616953,12,Jeff,Ruland,C,Jeff Ruland,2
THORPOT01,1401,19289,11465,3064,929,559,7551,13898,4184,6133,44115,1984,2000,13.76802284082798,8.18344039971449,2.1870092790863667,0.6630977872947894,0.39900071377587437,31.488222698072803,54.33155849762555,68.22109897277025,17,Otis,Thorpe,F,Otis Thorpe,2
STRICRO01,1291,16211,4638,9002,1831,245,6093,13466,3808,5308,38349,1988,2004,12.556932610379551,3.5925639039504262,6.9728892331525945,1.418280402788536,0.18977536793183578,29.704879938032533,45.24728946977573,71.7407686510927,17,Rod,Strickland,G,Rod Strickland,2
TINSLJA01,245,2365,854,1755,428,87,880,2208,382,529,7356,2001,2004,9.653061224489797,3.4857142857142858,7.163265306122449,1.7469387755102042,0.3551020408163265,30.024489795918367,39.85507246376812,72.2117202268431,4,Jamaal,Tinsley,G,Jamaal Tinsley,2
TSKITNI01,190,521,326,121,53,59,199,663,79,108,2067,2002,2004,2.7421052631578946,1.7157894736842105,0.6368421052631579,0.2789473684210526,0.3105263157894737,10.878947368421052,30.015082956259427,73.14814814814815,3,Nikoloz,Tskitishvili,F,Nikoloz Tskitishvili,2
WADEDW01,138,2845,644,795,207,116,1001,2116,814,1074,5100,2003,2004,20.615942028985508,4.666666666666667,5.760869565217392,1.5,0.8405797101449275,36.95652173913044,47.306238185255204,75.79143389199255,2,Dwyane,Wade,G,Dwyane Wade,2
WALKEAN01,764,15094,6658,3094,1046,472,5875,14137,2130,3376,29573,1996,2004,19.7565445026178,8.714659685863875,4.049738219895288,1.369109947643979,0.6178010471204188,38.70811518324607,41.55761476975313,63.09241706161137,9,Antoine,Walker,F,Antoine Walker,2
WESTMA01,1239,7316,6121,517,386,1599,2950,5123,1416,2489,23199,1983,1999,5.904761904761905,4.940274414850686,0.41727199354318,0.3115415657788539,1.2905569007263922,18.723970944309926,57.58344719890689,56.8903173965448,17,Mark,West,C,Mark West,2
WILLILO01,318,903,1868,277,157,413,404,867,95,250,6430,1992,1999,2.839622641509434,5.8742138364779874,0.8710691823899371,0.4937106918238994,1.29874213836478,20.22012578616352,46.59746251441753,38.0,8,Lorenzo,Williams,F,Lorenzo Williams,2
